"Lien_E";"Actifs";"Non_actifs";"Portabilite";"Produit1";"Produit2";"Produit3";"Annee_adhesion";"Tps_adh_entreprise";"Max_code_ape";"Max_departement";"Max_regroup1";"Max_regroup4";"BASE_percent";"OPTION_percent";"Nb_pers";"Nb_fam";"Anciennete_moy";"Tps_adh_moy_pers";"Asspri";"Asspri_percent";"Conjoint";"Conjoint_percent";"Enfant";"Enfant_percent";"Femme";"Femme_percent";"Homme";"Homme_percent";"Respo";"Respo_percent";"Non_respo";"Non_respo_percent";"VIP";"Prod1_Ind2018";"Prod1_Ind2019";"Prod1_Ind2020";"Prod1_Ind2021";"Prod1_Ind2022";"Prod1_Ind2023";"Prod2_Ind2018";"Prod2_Ind2019";"Prod2_Ind2020";"Prod2_Ind2021";"Prod2_Ind2022";"Prod2_Ind2023";"Prod3_Ind2018";"Prod3_Ind2019";"Prod3_Ind2020";"Prod3_Ind2021";"Prod3_Ind2022";"Prod3_Ind2023";"Renégo2020";"Renégo2021";"Renégo2022"
"791";0;48;0;1649;NA;NA;1999;8719;NA;NA;"ER80";"62";100;0;22;10;2014;3240;34;70.8333333333333;14;29.1666666666667;0;0;30;62.5;18;37.5;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"792";372;20;0;1651;1652;1660;2000;7902;"8710A";NA;"ER80";"62";100;0;92;46;2016;9343;392;100;0;0;0;0;250;63.7755102040816;142;36.2244897959184;392;100;0;0;FALSE;0.01;0;0;0;0.03;0.1;0.01;0;0;0;0.03;0.1;0.01;0;0;0;0.03;0.1;FALSE;FALSE;FALSE
"793";8;0;0;1653;NA;NA;2001;7988;"8710A";NA;"ER80";"62";100;0;4;2;2020;624;8;100;0;0;0;0;4;50;4;50;8;100;0;0;FALSE;0.01;0;NA;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"794";0;76;0;1661;NA;NA;2004;6893;NA;NA;"ER80";"62";100;0;38;15;2014;3240;62;81.5789473684211;14;18.4210526315789;0;0;58;76.3157894736842;18;23.6842105263158;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"795";0;4;0;1662;NA;NA;2004;6893;NA;NA;"ER80";"62";100;0;2;1;2014;3240;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0;0;0;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"796";0;2;0;1663;NA;NA;2004;6711;NA;NA;"ER80";"62";100;0;2;1;2014;3240;2;100;0;0;0;0;0;0;2;100;0;0;0;0;FALSE;0.01;0.02;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"797";4;0;0;1664;NA;NA;2004;6802;NA;NA;"ER80";"62";100;0;4;1;2014;3240;2;50;2;50;0;0;2;50;2;50;4;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"798";0;94;0;1665;NA;NA;2005;6527;NA;NA;"ER80";"62";100;0;64;22;2014;3240;60;63.8297872340426;34;36.1702127659575;0;0;42;44.6808510638298;52;55.3191489361702;0;0;0;0;FALSE;0.01;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"799";6;0;0;1666;NA;NA;2005;6527;NA;NA;"ER80";"62";100;0;0;0;2014;2953;6;100;0;0;0;0;6;100;0;0;6;100;0;0;FALSE;0;0;0;0;0.15;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"8";41;0;0;8;NA;NA;2010;4413;"8899B";"11";"ER11";"3";100;0;18;13;2011;28947;27;65.8536585365854;7;17.0731707317073;7;17.0731707317073;24;58.5365853658537;17;41.4634146341463;0;0;0;0;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"80";0;2;0;296;NA;NA;2007;5797;"3312Z";"66";"ER66";"3";100;0;2;1;2007;5797;2;100;0;0;0;0;0;0;2;100;2;100;0;0;FALSE;0.01;0;0;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"800";0;14;0;1667;NA;NA;2006;6162;NA;NA;"ER80";"62";100;0;10;4;2014;3240;10;71.4285714285714;4;28.5714285714286;0;0;10;71.4285714285714;4;28.5714285714286;0;0;0;0;FALSE;0.04;0.15;0;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"801";0;141;0;1672;1668;NA;2009;4741;"2572Z";NA;"ER80";"62";100;0;94;32;2014;6388;89;63.1205673758865;52;36.8794326241135;0;0;71;50.354609929078;70;49.645390070922;0;0;0;0;FALSE;0.01;0;0;0.01;0.02;0.06;0.01;0;0;0.01;0.02;0.06;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"802";568;39;17;1669;NA;NA;2016;2439;"2822Z";NA;"ER80";"62";100;0;432;131;2017;1714;364;58.3333333333333;99;15.8653846153846;161;25.8012820512821;247;39.5833333333333;377;60.4166666666667;624;100;0;0;TRUE;NA;NA;NA;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"803";42;0;0;1670;NA;NA;2008;5432;NA;NA;"ER80";"62";100;0;14;4;2014;2922;18;42.8571428571429;16;38.0952380952381;8;19.047619047619;22;52.3809523809524;20;47.6190476190476;42;100;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"804";0;20;0;1671;NA;NA;2009;5066;NA;NA;"ER80";"62";100;0;6;3;2014;873;16;80;4;20;0;0;16;80;4;20;20;100;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"805";0;6;0;1674;NA;NA;2010;4428;NA;NA;"ER80";"62";100;0;2;1;2014;2465;4;66.6666666666667;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;0;0;0;0;FALSE;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"806";0;4;0;1677;NA;NA;2011;4124;NA;NA;"ER80";"62";100;0;0;0;2014;2981;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0.01;0.2;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"807";70;0;0;1679;NA;NA;2016;2510;"2822Z";NA;"ERCAC";"5";100;0;32;8;2017;396;40;57.1428571428571;14;20;16;22.8571428571429;22;31.4285714285714;48;68.5714285714286;70;100;0;0;TRUE;0.04;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"808";6;0;0;1681;NA;NA;2015;2875;NA;NA;"ER80";"62";100;0;2;1;2015;1096;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;0;0;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"809";410;278;51;1682;1689;1697;2016;2385;"6910Z";"80";"ER80";"65";100;0;436;125;2017;25588;384;51.9621109607578;160;21.6508795669824;195;26.3870094722598;453;61.2990527740189;286;38.7009472259811;182;24.6278755074425;0;0;FALSE;0.025;0.05;NA;NA;NA;0;0.025;0.05;NA;NA;NA;0;0.025;0.05;NA;NA;NA;0;FALSE;FALSE;FALSE
"81";98;5;0;297;NA;NA;1995;9876;NA;"66";"ER66";"17";100;0;64;20;2004;7988;63;61.1650485436893;32;31.0679611650485;8;7.76699029126214;43;41.747572815534;60;58.252427184466;103;100;0;0;FALSE;0.03;0;NA;NA;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"810";114;10;26;1712;NA;NA;2017;1963;"2562B";"19";"ERCAC";"5";100;0;72;23;2018;2510;86;57.3333333333333;13;8.66666666666667;51;34;44;29.3333333333333;106;70.6666666666667;150;100;0;0;FALSE;0.01;0;0.03;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"811";0;4;0;1714;NA;NA;2014;3240;"2849Z";NA;"ERCAC";"66";100;0;4;1;2014;3240;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0.05;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"812";124;0;3;1716;NA;NA;2015;2602;"4120A";"19";"ERCAC";"66";100;0;92;20;2017;2024;55;43.3070866141732;26;20.4724409448819;46;36.2204724409449;58;45.6692913385827;69;54.3307086614173;127;100;0;0;FALSE;0.04;0;0.2;0.1;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"813";16;0;15;1719;NA;NA;2013;3605;NA;"87";"ERCAC";"66";100;0;4;1;2016;3485;14;45.1612903225806;5;16.1290322580645;12;38.7096774193548;17;54.8387096774194;14;45.1612903225806;31;100;0;0;FALSE;0.04;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"814";0;6;0;1724;NA;NA;2013;3515;NA;NA;"ERCAC";"66";100;0;6;3;2013;3181;6;100;0;0;0;0;4;66.6666666666667;2;33.3333333333333;0;0;0;0;FALSE;0.04;0;0;0;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"815";0;4;0;1727;NA;NA;2014;2906;"4531Z";NA;"ERCAC";"66";100;0;0;0;2013;4018;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0.2;0.15;0.2;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"816";0;4;0;1728;NA;NA;2011;4336;NA;NA;"ERCAC";"66";100;0;4;1;2011;4336;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0.04;0;0.01;0.08;0.02;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"817";0;40;0;1733;NA;NA;2011;4002;NA;NA;"ERCAC";"66";100;0;40;10;2012;3880;20;50;20;50;0;0;20;50;20;50;0;0;0;0;FALSE;0.025;0;0;0;0.03;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"818";0;24;0;1735;1736;NA;2011;4336;NA;NA;"ERCAC";"66";100;0;20;6;2012;4336;14;58.3333333333333;10;41.6666666666667;0;0;12;50;12;50;0;0;0;0;FALSE;0.05;0.02;0.03;0;0.03;0.16;0.05;0.02;0.03;0;0.03;0.16;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"819";782;0;0;1742;1743;NA;2011;4336;NA;"19";"ERCAC";"66";100;0;472;221;2015;4336;710;90.7928388746803;6;0.767263427109974;66;8.43989769820972;320;40.920716112532;462;59.079283887468;782;100;0;0;FALSE;0.04;0.02;0;0;0.02;0.08;0.04;0.02;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"82";0;8;0;298;NA;NA;2012;3971;NA;NA;"ER66";"3";100;0;8;3;2011;5797;6;75;2;25;0;0;4;50;4;50;8;100;0;0;FALSE;0.01;0;0;0.01;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"820";0;14;0;1750;NA;NA;2011;4305;"4669A";NA;"ERCAC";"66";100;0;2;1;2013;1065;8;57.1428571428571;6;42.8571428571429;0;0;8;57.1428571428571;6;42.8571428571429;0;0;0;0;FALSE;0.025;0.02;0.05;0.1;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"821";56;290;0;1753;1763;1764;2012;3617;NA;"19";"ERCAC";"66";100;0;244;78;2011;4921;192;55.4913294797688;120;34.6820809248555;34;9.82658959537572;154;44.5086705202312;192;55.4913294797688;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.1;0.025;0;0;0;0.02;0.1;0.025;0;0;0;0.02;0.1;FALSE;FALSE;FALSE
"822";6;0;0;1754;NA;NA;2013;3605;NA;"19";"ERCAC";"66";100;0;6;2;2013;3605;4;66.6666666666667;2;33.3333333333333;0;0;2;33.3333333333333;4;66.6666666666667;6;100;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"823";0;6;0;1758;NA;NA;2015;2875;NA;NA;"ERCAC";"66";100;0;6;2;2012;4701;4;66.6666666666667;2;33.3333333333333;0;0;4;66.6666666666667;2;33.3333333333333;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"824";0;40;0;1761;NA;NA;2003;6985;NA;NA;"ERCAC";"66";100;0;20;8;2007;6862;28;70;12;30;0;0;26;65;14;35;0;0;0;0;FALSE;0.03;0;0.03;0.08;0.03;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"825";0;651;0;1765;1766;NA;2011;4336;"8610Z";NA;"ERCAC";"66";100;0;526;189;2011;2891;463;71.1213517665131;188;28.8786482334869;0;0;375;57.6036866359447;276;42.3963133640553;651;100;0;0;FALSE;0.03;0;0;0.01;0.03;0.1;0.03;0;0;0.01;0.03;0.1;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"826";0;4;0;1767;NA;NA;2015;2875;NA;NA;"ERCAC";"66";100;0;4;1;2013;4336;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"827";674;0;0;1772;1773;NA;2011;4246;NA;"19";"ERCAC";"66";100;0;356;172;2016;683;632;93.7685459940653;12;1.78041543026706;30;4.45103857566766;292;43.3234421364985;382;56.6765578635015;674;100;0;0;FALSE;0.03;0;0;0;0.02;0.08;0.03;0;0;0;0.02;0.08;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"828";445;2;93;2456;1774;1775;2013;3151;"4120B";"19";"ERCAC";"68";100;0;218;63;2017;6416;228;42.2222222222222;108;20;204;37.7777777777778;292;54.0740740740741;248;45.9259259259259;540;100;0;0;FALSE;0;0;NA;NA;NA;0;0;0;NA;NA;NA;0;0;0;NA;NA;NA;0;FALSE;FALSE;FALSE
"829";0;4;0;1776;NA;NA;2015;2875;NA;NA;"ERCAC";"66";100;0;4;1;2015;2844;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"83";50;0;0;302;NA;NA;1996;9633;"8710A";"66";"ER66";"17";100;0;12;4;2005;6515;20;40;10;20;20;40;30;60;20;40;50;100;0;0;FALSE;0.03;0;0;0.04;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"830";56;2;0;1781;NA;NA;2020;1049;NA;"19";"ERCAC";"5";100;0;34;6;2020;1049;20;34.4827586206897;12;20.6896551724138;26;44.8275862068966;28;48.2758620689655;30;51.7241379310345;58;100;0;0;FALSE;NA;NA;NA;0.1;0.15;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"831";0;4;0;1782;NA;NA;2011;4336;NA;NA;"ERCAC";"66";100;0;2;1;2011;3456;2;50;2;50;0;0;2;50;2;50;0;0;0;0;FALSE;0.1;0.15;0;0.1;0.2;0.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"832";144;23;24;1784;NA;NA;2016;2510;NA;"87";"ERCAC";"5";100;0;108;24;2017;349;82;42.9319371727749;44;23.0366492146597;65;34.0314136125654;87;45.5497382198953;104;54.4502617801047;191;100;0;0;FALSE;0.04;0;0.03;0;0.03;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"833";280;11;47;1785;NA;NA;2013;3605;NA;"87";"ERCAC";"66";100;0;178;62;2018;396;236;69.8224852071006;14;4.14201183431953;88;26.0355029585799;220;65.0887573964497;118;34.9112426035503;338;100;0;0;TRUE;0.04;0;NA;NA;NA;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"834";12;0;0;1786;NA;NA;2008;5097;NA;NA;"ER34";"69";100;0;6;3;2008;5097;5;41.6666666666667;2;16.6666666666667;5;41.6666666666667;4;33.3333333333333;8;66.6666666666667;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"835";3;0;0;1787;NA;NA;2000;8202;NA;NA;"ER34";"69";100;0;0;0;2000;8026;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;0;0;0;FALSE;0.2;0.2;0.2;0.1;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"836";2;0;0;1788;NA;NA;1986;13194;NA;NA;"ER34";"69";100;0;2;2;1990;13194;2;100;0;0;0;0;2;100;0;0;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"837";2;0;0;1789;NA;NA;1985;13832;NA;NA;"ER34";"69";100;0;1;1;1990;9784;2;100;0;0;0;0;1;50;1;50;0;0;0;0;FALSE;0;0;0;0;0.2;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"838";2;0;0;1790;1791;1790;2015;2875;NA;NA;"ER34";"69";50;50;0;0;2006;2169;2;100;0;0;0;0;2;100;0;0;1;50;0;0;FALSE;0.15;0.2;0.2;0.1;0.2;0.25;0.15;0.2;0.2;0.1;0.2;0.25;0.15;0.2;0.2;0.1;0.2;0.25;FALSE;FALSE;FALSE
"839";2;0;0;1792;NA;NA;1985;13832;NA;NA;"ER34";"69";100;0;0;0;1999;1734;2;100;0;0;0;0;1;50;1;50;0;0;0;0;FALSE;0.3;0.2;0.2;0.04;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"84";4;0;0;303;NA;NA;1996;9510;"8121Z";"66";"ER66";"17";100;0;2;1;2008;4277;4;100;0;0;0;0;2;50;2;50;4;100;0;0;FALSE;0.03;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"840";1;0;0;1793;NA;NA;1985;13742;NA;NA;"ER34";"69";100;0;0;0;1985;12693;1;100;0;0;0;0;1;100;0;0;0;0;0;0;FALSE;0;0;0;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"841";2;0;0;1794;NA;NA;2008;5097;NA;NA;"ER34";"69";100;0;2;1;2008;5097;1;50;1;50;0;0;1;50;1;50;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"842";3;0;0;1795;NA;NA;1990;12006;NA;NA;"ER34";"69";100;0;1;1;2001;6755;2;66.6666666666667;1;33.3333333333333;0;0;1;33.3333333333333;2;66.6666666666667;0;0;0;0;FALSE;0;0;0;0.04;0.2;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"843";18;0;0;1796;1797;NA;1990;12006;NA;NA;"ER34";"69";100;0;11;10;1999;6725;15;83.3333333333333;2;11.1111111111111;1;5.55555555555556;7;38.8888888888889;11;61.1111111111111;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.25;0.025;0;0;0;0.02;0.25;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"844";1;0;0;1798;NA;NA;1987;12951;NA;NA;"ER34";"69";100;0;0;0;1987;11627;1;100;0;0;0;0;0;0;1;100;0;0;0;0;FALSE;0;0;0;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"845";4;0;0;1799;1800;1799;2015;2875;NA;NA;"ER34";"69";50;50;4;2;2006;2875;4;100;0;0;0;0;2;50;2;50;2;50;0;0;FALSE;0.025;0.05;0.2;0.1;0.06;0.1;0.025;0.05;0.2;0.1;0.06;0.1;0.025;0.05;0.2;0.1;0.06;0.1;FALSE;FALSE;FALSE
"846";1;0;0;1801;NA;NA;2008;5188;NA;NA;"ER34";"69";100;0;0;0;2008;4139;1;100;0;0;0;0;1;100;0;0;0;0;0;0;FALSE;0;0;0;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"847";2;0;0;1802;NA;NA;1986;13286;NA;NA;"ER34";"69";100;0;0;0;1986;12889;1;50;1;50;0;0;1;50;1;50;0;0;0;0;FALSE;0;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"848";16;0;0;1803;1804;1803;2015;2875;NA;NA;"ER34";"69";50;50;8;3;2007;2875;12;75;4;25;0;0;8;50;8;50;8;50;0;0;FALSE;0.01;0;0.03;0;0.02;0.06;0.01;0;0.03;0;0.02;0.06;0.01;0;0.03;0;0.02;0.06;FALSE;FALSE;FALSE
"849";2;0;0;1805;1806;1805;2015;2875;NA;NA;"ER34";"69";50;50;2;1;2006;2875;2;100;0;0;0;0;2;100;0;0;1;50;0;0;FALSE;0.2;0.2;0.01;0;0.02;0.06;0.2;0.2;0.01;0;0.02;0.06;0.2;0.2;0.01;0;0.02;0.06;FALSE;FALSE;FALSE
"85";0;8;0;304;NA;NA;2007;5707;NA;NA;"ER66";"3";100;0;8;2;2009;5707;4;50;4;50;0;0;4;50;4;50;8;100;0;0;FALSE;0.025;0;0;0;0.03;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"850";19;0;0;1807;NA;NA;2006;6162;NA;NA;"ER34";"69";100;0;13;11;2006;5113;15;78.9473684210526;3;15.7894736842105;1;5.26315789473684;10;52.6315789473684;9;47.3684210526316;0;0;0;0;FALSE;0.025;0;0;0;0.02;0.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"851";10;0;0;1808;1809;1808;2015;2875;NA;NA;"ER34";"69";50;50;8;2;2005;1826;6;60;4;40;0;0;6;60;4;40;5;50;0;0;FALSE;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;0.01;0;0;0;0.02;0.08;FALSE;FALSE;FALSE
"852";12;0;0;1810;1811;1810;2015;2875;NA;NA;"ER34";"69";50;50;8;4;2006;2875;12;100;0;0;0;0;12;100;0;0;6;50;0;0;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"853";44;0;0;1812;1813;1812;2015;2875;NA;NA;"ER34";"69";50;50;28;10;2007;1947;28;63.6363636363636;14;31.8181818181818;2;4.54545454545455;28;63.6363636363636;16;36.3636363636364;22;50;0;0;FALSE;0.04;0.02;0.01;0;0.1;0.1;0.04;0.02;0.01;0;0.1;0.1;0.04;0.02;0.01;0;0.1;0.1;FALSE;FALSE;FALSE
"854";0;118;0;1814;1815;1814;2015;2875;NA;NA;"ER34";"69";50;50;60;20;2006;1826;78;66.1016949152542;40;33.8983050847458;0;0;58;49.1525423728814;60;50.8474576271186;59;50;0;0;FALSE;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;0.01;0;0;0;0.02;0.06;FALSE;FALSE;FALSE
"855";2;0;0;1816;1817;1816;2015;2875;NA;NA;"ER34";"69";50;50;0;0;2004;1096;2;100;0;0;0;0;2;100;0;0;1;50;0;0;FALSE;0.01;0;0;NA;NA;NA;0.01;0;0;NA;NA;NA;0.01;0;0;NA;NA;NA;FALSE;FALSE;FALSE
"856";5;0;0;1818;NA;NA;2001;7684;NA;NA;"ER34";"69";100;0;0;0;2003;6363;1;20;1;20;3;60;3;60;2;40;0;0;0;0;FALSE;0.2;0.05;0.2;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"857";2;0;0;1819;NA;NA;2002;7289;NA;NA;"ER34";"69";100;0;2;2;2002;7289;2;100;0;0;0;0;2;100;0;0;0;0;0;0;FALSE;0.01;0;0.01;0.015;0.03;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"858";2;0;0;1820;NA;NA;2003;7199;NA;NA;"ER34";"69";100;0;0;0;2003;5420;1;50;1;50;0;0;1;50;1;50;0;0;0;0;FALSE;0.025;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"859";4;0;0;1821;NA;NA;2004;6649;NA;NA;"ER34";"69";100;0;2;1;2004;6649;3;75;1;25;0;0;3;75;1;25;0;0;0;0;FALSE;0.3;0.2;0.01;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"86";0;8;0;305;NA;NA;2010;4701;NA;NA;"ER66";"3";100;0;8;2;2010;4185;4;50;4;50;0;0;4;50;4;50;8;100;0;0;FALSE;0.03;0.02;0.15;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"860";3;0;0;1822;NA;NA;2004;6558;NA;NA;"ER34";"69";100;0;2;1;2006;5797;2;66.6666666666667;1;33.3333333333333;0;0;2;66.6666666666667;1;33.3333333333333;0;0;0;0;FALSE;0.01;0;0.15;0.08;0.02;0.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
"861";3;0;0;1823;NA;NA;2002;7350;NA;NA;"ER34";"69";100;0;2;2;2002;6735;2;66.6666666666667;1;33.3333333333333;0;0;2;66.6666666666667;1;33.3333333333333;0;0;0;0;FALSE;0.01;0;0;0;0.02;0.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE
