"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018_p";"Actifs_2018_p";"Non_actifs_2018_p";"Portabilite_2018_p";"Asspri_2018_p";"Conjoint_2018_p";"Enfants_2018_p";"Femmes_2018_p";"Hommes_2018_p";"Respo_2018_p";"Non_respo_2018_p";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019_p";"Actifs_2019_p";"Non_actifs_2019_p";"Portabilite_2019_p";"Asspri_2019_p";"Conjoint_2019_p";"Enfants_2019_p";"Femmes_2019_p";"Hommes_2019_p";"Respo_2019_p";"Non_respo_2019_p";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020_p";"Actifs_2020_p";"Non_actifs_2020_p";"Portabilite_2020_p";"Asspri_2020_p";"Conjoint_2020_p";"Enfants_2020_p";"Femmes_2020_p";"Hommes_2020_p";"Respo_2020_p";"Non_respo_2020_p";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021_p";"Actifs_2021_p";"Non_actifs_2021_p";"Portabilite_2021_p";"Asspri_2021_p";"Conjoint_2021_p";"Enfants_2021_p";"Femmes_2021_p";"Hommes_2021_p";"Respo_2021_p";"Non_respo_2021_p";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022_p";"Actifs_2022_p";"Non_actifs_2022_p";"Portabilite_2022_p";"Asspri_2022_p";"Conjoint_2022_p";"Enfants_2022_p";"Femmes_2022_p";"Hommes_2022_p";"Respo_2022_p";"Non_respo_2022_p";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"142";"7112B";"66";"ER66";"3";"403";5;2;5;0;100;0;0;40;20;40;60;40;100;0;NA;7.8;9.5;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;8.8;12.7;8;2;8;0;100;0;0;25;25;50;62.5;37.5;100;0;NA;9.8;7.4;FALSE;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;10.8;14.7;FALSE;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;NA;11.8;15.7;FALSE;FALSE
"143";"4752B";"66";"ER66";"3";"404";3;3;3;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;13;8.2;3;3;3;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;14;9.2;3;3;3;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;15;10.2;FALSE;3;3;3;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;16;11.2;FALSE;3;3;3;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;NA;17;12.2;FALSE;FALSE
"144";"1011Z";"66";"ER66";"17";"409";15;7;15;0;100;0;0;46.67;20;33.33;46.67;53.33;100;0;NA;10;7.6;14;7;14;0;100;0;0;50;14.29;35.71;42.86;57.14;100;0;NA;11;8.5;10;5;10;0;100;0;0;50;20;30;50;50;100;0;NA;12;9.1;FALSE;10;5;10;0;100;0;0;50;20;30;50;50;100;0;NA;13;10.1;FALSE;8;4;8;0;100;0;0;50;25;25;50;50;100;0;NA;NA;14;11.2;FALSE;FALSE
"145";"4649Z";NA;"ER66";"3";"410";1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;7.5;7.5;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;8.5;8.5;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;9.5;9.5;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;10.5;10.5;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;11.5;11.5;FALSE;FALSE
"146";"4673A";"66";"ER66";"3";"413";13;10;13;0;100;0;0;69.23;15.38;15.38;23.08;76.92;100;0;NA;7.8;6.1;12;9;12;0;100;0;0;66.67;16.67;16.67;25;75;100;0;NA;8.8;7.6;17;10;17;0;100;0;0;52.94;17.65;29.41;52.94;47.06;100;0;NA;9.8;5.6;FALSE;12;9;12;0;100;0;0;75;8.33;16.67;41.67;58.33;100;0;NA;10.8;7.5;FALSE;14;11;14;0;90.91;9.09;0;78.57;7.14;14.29;42.86;57.14;100;0;NA;NA;11.8;7.4;FALSE;FALSE
"147";"6831Z";"66";"ER11";"21";"415";74;47;48;35.14;78.26;8.7;13.04;62.16;10.81;27.03;54.05;45.95;100;0;NA;5.2;4;68;45;49;27.94;81.82;9.09;9.09;64.71;10.29;25;55.88;44.12;100;0;0.02;6.2;4.6;64;43;43;32.81;85.37;7.32;7.32;64.06;10.94;25;54.69;45.31;100;0;0.05;7.7;5;FALSE;73;45;51;30.14;88.64;6.82;4.55;60.27;10.96;28.77;53.42;46.58;100;0;0.015;8.5;5.5;FALSE;76;49;54;28.95;91.67;6.25;2.08;63.16;9.21;27.63;52.63;47.37;100;0;0.06;0.16;9.8;6.2;FALSE;FALSE
"148";NA;"66";"ER66";"17";"416";2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;12;11.7;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;13;12.7;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;14;13.7;FALSE;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;15;14.7;FALSE;2;2;2;0;100;0;0;100;0;0;100;0;100;0;NA;NA;16;15.7;FALSE;FALSE
"149";NA;"66";"ER66";"17";"418";127;99;127;0;0;100;0;77.95;22.05;0;65.35;34.65;100;0;0.025;119.1;17.6;119;96;119;0;0;100;0;80.67;19.33;0;64.71;35.29;100;0;0;120.1;18.6;113;91;113;0;0;100;0;80.53;19.47;0;64.6;35.4;100;0;0;121.1;19.6;FALSE;102;84;102;0;0;100;0;82.35;17.65;0;65.69;34.31;100;0;0;122.1;20.6;FALSE;94;79;94;0;0;100;0;84.04;15.96;0;67.02;32.98;100;0;0.02;0.16;123.1;21.6;FALSE;FALSE
"15";"8710A";"19";"ERCAC";"5";"435";1219;907;1219;0;67.56;31.44;1;73.83;15.26;10.91;51.03;48.97;100;0;NA;2.8;2.6;1138;850;1138;0;69.15;29.67;1.18;74.34;14.59;11.07;50.97;49.03;100;0;0;3.6;3.4;1173;860;1173;0;71.14;27.92;0.93;72.98;13.47;13.55;51.32;48.68;100;0;0.01;4.3;4;FALSE;1121;824;1121;0;72.3;26.97;0.73;73.42;13.02;13.56;51.47;48.53;100;0;0;5.3;4.6;FALSE;1051;776;1051;0;75.74;23.87;0.39;73.74;12.08;14.18;51.67;48.33;100;0;0.03;0.08;6.4;5.5;FALSE;FALSE
"150";"8810C";"66";"ER66";"17";"419";48;40;48;0;97.5;2.5;0;83.33;4.17;12.5;35.42;64.58;100;0;NA;119.1;13;51;44;51;0;97.73;2.27;0;86.27;3.92;9.8;37.25;62.75;100;0;NA;120.1;12.2;41;34;41;0;94.12;5.88;0;82.93;4.88;12.2;36.59;63.41;100;0;NA;121.1;11.8;FALSE;34;31;34;0;93.55;6.45;0;91.18;2.94;5.88;35.29;64.71;100;0;NA;122.1;12.7;FALSE;31;28;31;0;92.86;7.14;0;90.32;3.23;6.45;32.26;67.74;100;0;NA;NA;123.1;13.4;FALSE;FALSE
"151";"853C";"66";"ER66";"17";"420";9;9;9;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;9;9;8;8;8;0;100;0;0;100;0;0;25;75;100;0;NA;10;10;7;7;7;0;100;0;0;100;0;0;28.57;71.43;100;0;NA;11;11;FALSE;7;7;7;0;100;0;0;100;0;0;28.57;71.43;100;0;NA;12;12;FALSE;6;6;6;0;100;0;0;100;0;0;33.33;66.67;100;0;NA;NA;13;13;FALSE;FALSE
"152";NA;NA;"ERMNSPF";"22";"422";28;19;5;82.14;73.68;0;26.32;67.86;3.57;28.57;75;25;100;0;NA;2.5;2.2;30;22;8;73.33;90.48;0;9.52;70;3.33;26.67;73.33;26.67;100;0;NA;3;2.5;37;26;9;75.68;88.46;0;11.54;70.27;2.7;27.03;64.86;35.14;100;0;NA;3.8;2.6;FALSE;44;29;7;84.09;93.1;0;6.9;65.91;6.82;27.27;61.36;38.64;100;0;NA;4.5;2.9;FALSE;53;30;7;86.79;100;0;0;56.6;9.43;33.96;62.26;37.74;100;0;NA;0.25;5.3;3.2;FALSE;FALSE
"153";"634C";NA;"ER31";"24";"429";76;42;76;0;0;100;0;55.26;27.63;17.11;59.21;40.79;0;100;0.01;20.1;13.6;69;40;69;0;0;100;0;57.97;27.54;14.49;59.42;40.58;0;100;NA;21.1;14.8;66;39;66;0;0;100;0;59.09;28.79;12.12;60.61;39.39;0;100;NA;22.1;15.9;FALSE;59;35;59;0;0;100;0;59.32;27.12;13.56;61.02;38.98;0;100;NA;23.1;17.1;FALSE;43;28;43;0;0;100;0;65.12;30.23;4.65;60.47;39.53;0;100;NA;0.06;24.1;17.9;FALSE;FALSE
"154";NA;NA;"ER31";"24";"432";15;10;15;0;100;0;0;66.67;26.67;6.67;60;40;0;100;NA;7;5;15;10;15;0;100;0;0;66.67;26.67;6.67;60;40;0;100;NA;8;6;15;10;15;0;100;0;0;66.67;26.67;6.67;60;40;0;100;NA;9;7;FALSE;15;10;15;0;100;0;0;66.67;26.67;6.67;60;40;0;100;NA;10;8;FALSE;15;10;15;0;100;0;0;66.67;26.67;6.67;60;40;0;100;NA;NA;11;9;FALSE;FALSE
"155";NA;NA;"ER31";"5";"438";51;35;51;0;0;100;0;66.67;31.37;1.96;50.98;49.02;100;0;NA;1.5;4.2;49;34;49;0;0;100;0;67.35;32.65;0;48.98;51.02;100;0;NA;2.5;4.6;52;34;52;0;0;100;0;65.38;34.62;0;48.08;51.92;100;0;NA;3.5;5.3;FALSE;49;34;49;0;0;100;0;67.35;32.65;0;48.98;51.02;100;0;NA;4.5;5.8;FALSE;43;30;43;0;0;100;0;67.44;32.56;0;48.84;51.16;100;0;NA;NA;5.5;6.8;FALSE;FALSE
"156";"321C";NA;"ER31";"24";"443";101;58;101;0;86.21;5.17;8.62;57.43;14.85;27.72;49.5;50.5;100;0;0.01;11.9;7.7;122;70;122;0;94.29;2.86;2.86;57.38;13.93;28.69;45.08;54.92;100;0;0;12.9;6.6;109;56;109;0;89.29;3.57;7.14;51.38;14.68;33.94;47.71;52.29;100;0;NA;13.9;7.2;FALSE;110;60;110;0;88.33;5;6.67;54.55;12.73;32.73;47.27;52.73;100;0;0;14.9;7.7;FALSE;98;52;98;0;94.23;5.77;0;53.06;12.24;34.69;44.9;55.1;100;0;0.02;0.08;15.9;8.5;FALSE;TRUE
"157";"284A";NA;"ER31";"24";"463";5;3;5;0;0;100;0;60;40;0;60;40;0;100;NA;10;4.7;5;3;5;0;0;100;0;60;40;0;60;40;0;100;NA;11;5.7;5;3;5;0;0;100;0;60;40;0;60;40;0;100;NA;12;6.7;FALSE;4;2;4;0;0;100;0;50;50;0;50;50;0;100;NA;13;7.7;FALSE;4;2;4;0;0;100;0;50;50;0;50;50;0;100;NA;NA;14;8.7;FALSE;FALSE
"158";"4941A";NA;"ER31";"24";"469";20;9;20;0;0;11.11;88.89;45;15;40;45;55;100;0;NA;3.6;3.3;6;3;6;0;0;33.33;66.67;50;16.67;33.33;33.33;66.67;100;0;NA;4;5.3;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;5;8;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;6;9;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;7;10;FALSE;FALSE
"159";"4110A";NA;"ER31";"13";"476";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;6;4;6;0;100;0;0;50;33.33;16.67;33.33;66.67;0;100;NA;1;1;FALSE;5;3;5;0;100;0;0;60;20;20;40;60;0;100;NA;NA;2;2;FALSE;FALSE
"16";"4332A";"19";"ERCAC";"5";"2444";164;122;164;0;86.78;8.26;4.96;73.78;7.93;18.29;48.17;51.83;100;0;0.05;2.4;2.2;192;142;192;0;89.36;6.38;4.26;73.44;8.33;18.23;43.75;56.25;100;0;0;3.3;3;265;208;265;0;93.2;5.83;0.97;77.74;7.55;14.72;38.87;61.13;100;0;0.01;4.4;3.2;FALSE;256;193;256;0;93.72;5.76;0.52;74.61;9.38;16.02;37.11;62.89;100;0;0;5.5;3.9;FALSE;233;172;233;0;93.53;5.88;0.59;72.96;10.3;16.74;38.2;61.8;100;0;0.05;0.2;6.5;4.8;FALSE;FALSE
"160";"741C";NA;"ER31";"25";"477";3;3;3;0;100;0;0;100;0;0;66.67;33.33;100;0;NA;10.5;4.5;3;3;3;0;100;0;0;100;0;0;66.67;33.33;100;0;NA;11.5;5.5;3;3;3;0;100;0;0;100;0;0;66.67;33.33;100;0;NA;12.5;6.5;FALSE;5;4;5;0;100;0;0;80;20;0;60;40;100;0;NA;13.5;4.9;FALSE;4;3;4;0;100;0;0;75;25;0;75;25;100;0;NA;NA;14.5;5.1;FALSE;FALSE
"161";NA;NA;"ER31";"24";"480";36;33;36;0;100;0;0;91.67;2.78;5.56;33.33;66.67;0;100;NA;7;6.5;20;16;20;0;100;0;0;80;10;10;50;50;0;100;NA;8;7;21;17;21;0;100;0;0;80.95;9.52;9.52;47.62;52.38;0;100;NA;9;7.6;FALSE;16;14;16;0;100;0;0;87.5;6.25;6.25;56.25;43.75;0;100;NA;10;9.3;FALSE;17;15;17;0;100;0;0;88.24;5.88;5.88;52.94;47.06;0;100;NA;NA;11;9.8;FALSE;FALSE
"162";"2442Z";NA;"ER31";"24";"481";7;4;7;0;0;100;0;57.14;42.86;0;42.86;57.14;0;100;NA;6;3;7;4;7;0;0;100;0;57.14;42.86;0;42.86;57.14;0;100;NA;7;4;5;3;5;0;0;100;0;60;40;0;40;60;0;100;NA;8;5.2;FALSE;5;3;5;0;0;100;0;60;40;0;40;60;0;100;NA;9;6.2;FALSE;5;3;5;0;0;100;0;60;40;0;40;60;0;100;NA;NA;10;7.2;FALSE;FALSE
"163";"4778A";NA;"ER31";"25";"483";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;9;0.5;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;10;1.5;FALSE;FALSE
"164";"4334Z";NA;"ER31";"25";"489";2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;5;5;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;6;6;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;7;7;FALSE;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;8;8;FALSE;2;2;2;0;100;0;0;100;0;0;0;100;100;0;NA;NA;9;9;FALSE;FALSE
"165";NA;NA;"ER31";"25";"491";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE;1;1;1;0;0;0;100;100;0;0;0;100;100;0;NA;7;0.6;FALSE;1;1;1;0;0;0;100;100;0;0;0;100;100;0;NA;NA;8;1.6;FALSE;FALSE
"166";"9001Z";NA;"ER31";"25";"496";5;3;5;0;66.67;0;33.33;60;20;20;40;60;100;0;NA;4.2;2.4;3;2;3;0;100;0;0;66.67;0;33.33;33.33;66.67;100;0;NA;5.2;4.1;3;2;3;0;100;0;0;66.67;0;33.33;33.33;66.67;100;0;NA;6.2;5.1;FALSE;3;2;3;0;100;0;0;66.67;0;33.33;33.33;66.67;100;0;NA;7.2;6.1;FALSE;3;2;3;0;100;0;0;66.67;0;33.33;33.33;66.67;100;0;NA;NA;8.2;7.1;FALSE;FALSE
"167";"4651Z";NA;"ER31";"25";"497";207;93;207;0;88.89;4.44;6.67;43.48;22.71;33.82;44.93;55.07;100;0;0.025;3;3.1;235;101;235;0;83.17;3.96;12.87;42.98;21.7;35.32;42.98;57.02;100;0;0;4;3.4;234;101;234;0;89.11;3.96;6.93;43.16;23.5;33.33;42.31;57.69;100;0;NA;5;4;FALSE;248;107;248;0;93.4;1.89;4.72;42.74;24.6;32.66;42.74;57.26;100;0;NA;6;4.5;FALSE;252;107;252;0;95.33;1.87;2.8;42.46;24.21;33.33;43.65;56.35;100;0;NA;0.13;7;5;FALSE;TRUE
"168";"4752A";NA;"ER31";"25";"498";1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;4;4;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;5;5;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;6;6;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;7;7;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;8;8;FALSE;FALSE
"169";"4511Z";NA;"ER31";"26";"499";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;3;2.7;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;4;3.7;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;5;4.7;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6;5.7;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;7;6.7;FALSE;FALSE
"17";NA;NA;"ER11";"3";"18";3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;11;11.1;3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;12;12.1;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;13;13.2;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;14;14.2;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;15;15.2;FALSE;FALSE
"170";"5221Z";NA;"ER31";"24";"500";10;7;10;0;85.71;0;14.29;70;20;10;30;70;100;0;NA;4;3;9;5;9;0;100;0;0;55.56;22.22;22.22;44.44;55.56;100;0;NA;5;3.4;14;5;14;0;100;0;0;35.71;21.43;42.86;50;50;100;0;NA;6;2.8;FALSE;14;5;14;0;100;0;0;35.71;21.43;42.86;50;50;100;0;NA;7;3.8;FALSE;13;5;13;0;100;0;0;38.46;23.08;38.46;46.15;53.85;100;0;NA;NA;8;4.3;FALSE;FALSE
"171";"4520A";NA;"ER31";"24";"502";1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;3.8;2.9;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;4.8;3.9;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;5.8;4.9;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;6.8;5.9;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;7.8;6.9;FALSE;FALSE
"172";"1813Z";NA;"ER31";"13";"503";2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;3.3;3.3;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;4.3;4.3;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;5.3;5.3;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;6.3;6.3;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;0;100;NA;NA;7.3;7.3;FALSE;FALSE
"173";"9499Z";"12";"ERCAC";"27";"505";155;90;155;0;18.89;81.11;0;58.06;29.68;12.26;48.39;51.61;100;0;0.03;8.2;6.5;148;86;148;0;19.77;80.23;0;58.11;30.41;11.49;47.97;52.03;100;0;0;9.2;7.5;145;86;145;0;19.77;80.23;0;59.31;30.34;10.34;47.59;52.41;100;0;0;10.2;8.5;FALSE;144;86;144;0;20.93;79.07;0;59.72;29.86;10.42;46.53;53.47;100;0;0;11.1;9.1;FALSE;141;85;141;0;21.18;78.82;0;60.28;29.79;9.93;46.1;53.9;100;0;0.02;0.1;12.1;10.1;FALSE;FALSE
"174";"2443Z";"12";"ERCAC";"27";"506";2214;1609;2214;0;38.09;61.91;0;71.86;26.51;1.63;58.85;41.15;100;0;0.03;24.6;14.7;2054;1519;2054;0;38.03;61.97;0;73.22;25.46;1.31;59.49;40.51;100;0;0;25.7;15.9;1921;1438;1921;0;38.86;61.14;0;74.08;24.83;1.09;60.23;39.77;100;0;0;26.7;16.8;FALSE;1807;1362;1807;0;38.6;61.4;0;74.54;24.35;1.11;61.04;38.96;100;0;0.01;27.7;17.7;FALSE;1680;1277;1680;0;38.83;61.17;0;75.12;24.05;0.83;61.85;38.15;100;0;0.03;0.15;28.6;18.6;FALSE;FALSE
"175";"2443Z";"12";"ERCAC";"27";"507";1112;778;1112;0;32.9;67.1;0;69.69;28.78;1.53;53.96;46.04;96.13;3.87;0.025;17.3;12.2;1057;745;1057;0;32.48;67.39;0.13;70.2;28.67;1.14;53.45;46.55;95.93;4.07;0;18.3;13.3;1009;714;1009;0;33.1;66.76;0.14;70.66;28.44;0.89;53.91;46.09;95.74;4.26;0;19.3;14.4;FALSE;950;678;950;0;33.33;66.67;0;71.37;28.11;0.53;54.21;45.79;96;4;0;20.4;15.5;FALSE;915;658;915;0;33.59;66.41;0;71.91;27.87;0.22;54.43;45.57;95.96;4.04;0.02;0.08;21.3;16.5;FALSE;FALSE
"176";"2443Z";"12";"ERCAC";"27";"508";1603;1262;1603;0;62.69;37.31;0;77.92;21.46;0.62;63.13;36.87;100;0;0.05;48;20.9;1483;1180;1483;0;62.64;37.36;0;78.69;20.84;0.47;63.79;36.21;100;0;0.05;48.8;21.6;1330;1071;1330;0;62.61;37.39;0;79.62;20;0.38;64.44;35.56;100;0;0.05;49.6;22.8;FALSE;1208;985;1208;0;62.9;37.1;0;80.55;19.04;0.41;64.82;35.18;100;0;0.04;50.6;23.6;FALSE;1087;899;1087;0;63.55;36.45;0;81.78;17.85;0.37;65.5;34.5;100;0;0.05;0.16;51.6;24.7;FALSE;FALSE
"177";"2443Z";"12";"ERCAC";"27";"509";20;18;20;0;50;50;0;70;30;0;10;90;0;100;NA;28.4;21.7;17;16;17;0;50;50;0;82.35;17.65;0;11.76;88.24;0;100;NA;29.3;23.6;15;14;15;0;46.15;53.85;0;86.67;13.33;0;13.33;86.67;0;100;NA;29.8;23.3;FALSE;15;14;15;0;46.15;53.85;0;86.67;13.33;0;13.33;86.67;0;100;NA;30.8;24.3;FALSE;14;13;14;0;50;50;0;85.71;14.29;0;14.29;85.71;0;100;NA;NA;31.5;25.2;FALSE;FALSE
"178";"7010Z";"12";"ERCAC";"27";"510";11;10;11;0;37.5;62.5;0;72.73;27.27;0;36.36;63.64;0;100;NA;23.2;23.3;10;9;10;0;37.5;62.5;0;80;20;0;40;60;0;100;NA;23.8;24;8;7;8;0;42.86;57.14;0;87.5;12.5;0;50;50;0;100;NA;24.4;22.4;FALSE;6;6;6;0;50;50;0;100;0;0;50;50;0;100;NA;26.3;22.8;FALSE;6;6;6;0;50;50;0;100;0;0;50;50;0;100;NA;NA;27.3;23.8;FALSE;FALSE
"179";"7010Z";"12";"ERCAC";"27";"511";34;30;34;0;11.54;88.46;0;76.47;23.53;0;73.53;26.47;0;100;NA;24.5;15.5;31;28;31;0;12;88;0;80.65;19.35;0;77.42;22.58;0;100;NA;26.2;17.5;29;26;29;0;8.7;91.3;0;79.31;20.69;0;75.86;24.14;0;100;NA;27.1;17.7;FALSE;23;20;23;0;5.88;94.12;0;73.91;26.09;0;73.91;26.09;0;100;NA;28.3;18.8;FALSE;22;19;22;0;5.88;94.12;0;77.27;22.73;0;77.27;22.73;0;100;NA;NA;29.2;20.4;FALSE;FALSE
"18";"1013A";"12";"ERCAC";"5";"2755";1845;1056;1845;0;90.33;5.36;4.31;56.64;14.47;28.89;47.48;52.52;100;0;0.03;2.4;2.2;1923;1123;1923;0;91.27;5.4;3.33;57.77;14.09;28.13;47.69;52.31;100;0;0;3.1;2.9;2189;1264;2189;0;89.58;7.4;3.02;57.42;15.26;27.32;48.2;51.8;100;0;0.01;3.9;3.2;FALSE;2258;1314;2258;0;89.67;7.19;3.14;57.88;14.97;27.15;48.14;51.86;100;0;0;4.9;3.8;FALSE;2178;1284;2178;0;90.92;7.2;1.88;58.68;14.55;26.77;48.39;51.61;100;0;0.03;0.15;5.9;4.6;FALSE;FALSE
"180";"2932Z";NA;"ERCAC";"27";"514";440;324;440;0;0;100;0;73.64;26.36;0;51.14;48.86;98.64;1.36;0.04;7.5;7.5;414;304;414;0;0;100;0;73.43;26.57;0;50.72;49.28;98.79;1.21;0;8.5;8.5;397;291;397;0;0;100;0;73.3;26.7;0;50.63;49.37;98.74;1.26;0;9.5;9.5;FALSE;365;270;365;0;0;100;0;73.97;26.03;0;50.96;49.04;99.18;0.82;0.01;10.5;10.5;FALSE;343;256;343;0;0;100;0;74.64;25.36;0;51.31;48.69;99.13;0.87;0.03;0.16;11.5;11.5;FALSE;FALSE
"181";"2932Z";"12";"ERCAC";"27";"514";12;8;12;0;0;100;0;66.67;25;8.33;58.33;41.67;100;0;NA;12.4;9.5;10;8;10;0;0;100;0;80;20;0;60;40;100;0;NA;13.4;10.4;9;8;9;0;0;100;0;88.89;11.11;0;66.67;33.33;100;0;NA;14.4;11.4;FALSE;9;8;9;0;0;100;0;88.89;11.11;0;66.67;33.33;100;0;NA;15.4;12.4;FALSE;9;8;9;0;0;100;0;88.89;11.11;0;66.67;33.33;100;0;NA;NA;16.4;13.4;FALSE;FALSE
"182";"5813Z";NA;"ERCAC";"27";"524";8;7;8;0;0;100;0;87.5;12.5;0;37.5;62.5;0;100;NA;11.5;10.6;7;6;7;0;0;100;0;85.71;14.29;0;42.86;57.14;0;100;NA;12.5;11.5;6;6;6;0;0;100;0;100;0;0;50;50;0;100;NA;13.5;12.3;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;0;100;NA;14.5;13.4;FALSE;2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;NA;15.5;13.8;FALSE;FALSE
"184";"8899B";"12";"ERCAC";"27";"548";24;19;24;0;31.58;68.42;0;79.17;16.67;4.17;66.67;33.33;100;0;NA;9.7;11;22;17;22;0;29.41;70.59;0;77.27;18.18;4.55;68.18;31.82;100;0;NA;10.9;12.5;22;17;22;0;29.41;70.59;0;77.27;18.18;4.55;68.18;31.82;100;0;NA;11.9;13.5;FALSE;20;17;20;0;29.41;70.59;0;85;15;0;65;35;100;0;NA;12.7;14.5;FALSE;20;17;20;0;29.41;70.59;0;85;15;0;65;35;100;0;NA;NA;13.7;15.5;FALSE;FALSE
"185";"8720A";NA;"ERCAC";"27";"528";3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;19.8;12.4;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;20.8;13.4;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;21.8;14.4;FALSE;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;22.8;15.4;FALSE;3;3;3;0;0;100;0;100;0;0;100;0;0;100;NA;NA;23.8;16.4;FALSE;FALSE
